# energy,pi0_pi0_pi0,pi_pi_pi0,pi_e_nu,pi_mu_nu,pi_pi
8.718524719568606e+01,0.000000000000000e+00,9.585724042559343e-04,4.503456467166709e-03,3.244732247831652e-03,2.616473037658587e-05
8.825866290446450e+01,0.000000000000000e+00,9.081832782701131e-04,4.509280768157457e-03,3.172425078312557e-03,2.584581723377564e-05
8.934529439596896e+01,0.000000000000000e+00,8.591263954864874e-04,4.505156280544874e-03,3.099505691830492e-03,2.552127587449960e-05
9.044530438154392e+01,0.000000000000000e+00,8.114640243015098e-04,4.495768968452805e-03,3.025988437380355e-03,2.519103986789270e-05
9.155885757581875e+01,0.000000000000000e+00,7.652634671527286e-04,4.487338783191536e-03,2.951890771375035e-03,2.485510472159496e-05
9.268612072137260e+01,0.000000000000000e+00,7.205480873912827e-04,4.471811305836550e-03,2.877239464864636e-03,2.451339328574375e-05
9.382726261370161e+01,0.000000000000000e+00,6.773245527920147e-04,4.455534507800977e-03,2.802120658727279e-03,2.416563843662891e-05
9.498245412649473e+01,0.000000000000000e+00,6.355988967237144e-04,4.433615673877737e-03,2.726488022030950e-03,2.381239839379032e-05
9.615186823722011e+01,0.000000000000000e+00,5.953882269515912e-04,4.401603057354562e-03,2.653372881814563e-03,2.345299231183598e-05
9.733568005302619e+01,0.000000000000000e+00,5.566783610934767e-04,4.425025529544270e-03,2.580571284346589e-03,2.308778846738997e-05
9.853406683696284e+01,0.000000000000000e+00,5.194550829554617e-04,4.434011661597220e-03,2.507365193866226e-03,2.271651677413415e-05
9.974720803452377e+01,0.000000000000000e+00,4.837151523684316e-04,4.383407330263914e-03,2.433802567653531e-03,2.233909833025015e-05
1.009752853005173e+02,0.000000000000000e+00,4.494591273212944e-04,4.413827803496604e-03,2.359891436983691e-03,2.195582240152118e-05
1.022184825262669e+02,0.000000000000000e+00,4.166808731247753e-04,4.389025092373514e-03,2.285698725608910e-03,2.156635839521653e-05
1.034769858671466e+02,0.000000000000000e+00,3.853491822933096e-04,4.385296673004572e-03,2.213349830614462e-03,2.117081281888468e-05
1.047509837704563e+02,0.000000000000000e+00,3.554786344126956e-04,4.344815497498140e-03,2.142402976564263e-03,2.076909931799105e-05
1.060406670036395e+02,0.000000000000000e+00,3.270264477551079e-04,4.394654524781858e-03,2.071275399698987e-03,2.036128658370651e-05
1.073462286828485e+02,0.000000000000000e+00,2.999931376379883e-04,4.328096995508158e-03,1.999998178005449e-03,1.994730471685508e-05
1.086678643018618e+02,0.000000000000000e+00,2.743608037758150e-04,4.326164725319525e-03,1.928623544811764e-03,1.952715378650388e-05
1.100057717613568e+02,0.000000000000000e+00,2.501183147971628e-04,4.300682706053338e-03,1.857389790758361e-03,1.910086656699897e-05
1.113601513985437e+02,0.000000000000000e+00,2.272308489635992e-04,4.303296451957223e-03,1.789616904077480e-03,1.866838499994524e-05
1.127312060171634e+02,0.000000000000000e+00,2.056825911698599e-04,4.298893186853686e-03,1.721869747823918e-03,1.822986941006076e-05
1.141191409178555e+02,0.000000000000000e+00,1.854493615430149e-04,4.271423303445526e-03,1.654192419084569e-03,1.778518584639015e-05
1.155241639288999e+02,0.000000000000000e+00,1.664999568293155e-04,4.263319447382431e-03,1.586639807878628e-03,1.733440403051262e-05
1.169464854373364e+02,0.000000000000000e+00,1.488250845097917e-04,4.253802164127149e-03,1.519583144507660e-03,1.687756873266164e-05
1.183863184204686e+02,0.000000000000000e+00,1.323795816288416e-04,4.273024528472054e-03,1.456012391088349e-03,1.641468260760468e-05
1.198438784777539e+02,0.000000000000000e+00,1.171288399731378e-04,4.232109993370832e-03,1.392707550668765e-03,1.594591102302113e-05
1.213193838630884e+02,0.000000000000000e+00,1.030515987655058e-04,4.188814462507350e-03,1.329726347090676e-03,1.547120353496687e-05
1.228130555174874e+02,0.000000000000000e+00,9.010408476910209e-05,4.177365840327333e-03,1.267094938875059e-03,1.499062634424069e-05
1.243251171021689e+02,0.000000000000000e+00,7.825743966824210e-05,4.151612984045371e-03,1.206800137769886e-03,1.450429545813238e-05
1.258557950320446e+02,0.000000000000000e+00,6.746452294237174e-05,4.172661091545593e-03,1.148555258541578e-03,1.401229231577887e-05
1.274053185096231e+02,0.000000000000000e+00,5.769413163846315e-05,4.105863658960440e-03,1.090823652947651e-03,1.351471486302561e-05
1.289739195593304e+02,0.000000000000000e+00,4.889329562883658e-05,4.073456996032012e-03,1.033630826180922e-03,1.301153064082702e-05
1.305618330622536e+02,0.000000000000000e+00,4.102978505747389e-05,4.113064027548205e-03,9.781716550233454e-04,1.250341305303198e-05
1.321692967913106e+02,0.000000000000000e+00,3.404372061539876e-05,4.087970380648848e-03,9.255860126863251e-04,1.199856699676672e-05
1.337965514468554e+02,0.000000000000000e+00,2.790439542863752e-05,4.048302773865344e-03,8.736526314583091e-04,1.150203549977243e-05
1.354438406927192e+02,0.000000000000000e+00,2.254087461969829e-05,4.012244379821089e-03,8.223861624927205e-04,1.101395818445337e-05
1.371114111926977e+02,0.000000000000000e+00,1.791391857214459e-05,3.983564263731944e-03,7.731553839434840e-04,1.053447565070053e-05
1.387995126474850e+02,0.000000000000000e+00,1.398424434110277e-05,3.997212071351701e-03,7.265629803110586e-04,1.006372940729634e-05
1.405083978320644e+02,0.000000000000000e+00,1.067524221297018e-05,3.937993842603430e-03,6.806623712027953e-04,9.601861798149406e-06
1.422383226335587e+02,0.000000000000000e+00,7.951758020496416e-06,3.901594809352895e-03,6.354567303243229e-04,9.149015923101277e-06
1.439895460895465e+02,0.000000000000000e+00,5.737155919414754e-06,3.881673949348523e-03,5.932491820699375e-04,8.705335553037117e-06
1.457623304268494e+02,0.000000000000000e+00,3.986711469180507e-06,3.864193712866903e-03,5.526201776835514e-04,8.270965039018554e-06
1.475569411007993e+02,0.000000000000000e+00,2.653759376618804e-06,3.821614088914851e-03,5.126973904240093e-04,7.846049215146038e-06
1.493736468349861e+02,0.000000000000000e+00,1.659995983521461e-06,3.758102453546535e-03,4.742307025710374e-04,7.430733294845393e-06
1.512127196614967e+02,0.000000000000000e+00,9.589773739216549e-07,3.749797688938503e-03,4.387550094357077e-04,7.025162760259189e-06
1.530744349616491e+02,0.000000000000000e+00,5.058624851514632e-07,3.719017355124047e-03,4.039946392358099e-04,6.629483244410673e-06
1.549590715072268e+02,0.000000000000000e+00,2.260054956968742e-07,3.633812375426100e-03,3.699447898116414e-04,6.243840405793563e-06
1.568669115022234e+02,0.000000000000000e+00,7.928098599307156e-08,3.591307119221017e-03,3.393178764784872e-04,5.868379795025293e-06
1.587982406250979e+02,0.000000000000000e+00,1.601480670712754e-08,3.566765206337673e-03,3.095458324125673e-04,5.503246713187713e-06
1.607533480715536e+02,0.000000000000000e+00,3.474954240606813e-09,3.495016490257968e-03,2.804784981231738e-04,5.148586061460398e-06
1.627325265978408e+02,0.000000000000000e+00,0.000000000000000e+00,3.461636499612561e-03,2.542802765042079e-04,4.804542181637997e-06
1.647360725645944e+02,0.000000000000000e+00,0.000000000000000e+00,3.394838301112024e-03,2.292814793159038e-04,4.471258687103329e-06
1.667642859812109e+02,0.000000000000000e+00,0.000000000000000e+00,3.333328241422381e-03,2.049676986493079e-04,4.148878283810817e-06
1.688174705507708e+02,0.000000000000000e+00,0.000000000000000e+00,3.241308770093187e-03,1.833489025760300e-04,3.837542580815781e-06
1.708959337155160e+02,0.000000000000000e+00,0.000000000000000e+00,3.192454553151764e-03,1.628499721596280e-04,3.537391889865606e-06
1.729999867028853e+02,0.000000000000000e+00,0.000000000000000e+00,3.110058535329593e-03,1.430036721061411e-04,3.248565013548347e-06
1.751299445721167e+02,0.000000000000000e+00,0.000000000000000e+00,3.029768185027564e-03,1.259498471209428e-04,2.971199021472961e-06
1.772861262614258e+02,0.000000000000000e+00,0.000000000000000e+00,2.940290301826169e-03,1.096269136126866e-04,2.705429013933217e-06
1.794688546357614e+02,0.000000000000000e+00,0.000000000000000e+00,2.836645727462252e-03,9.432146310939314e-05,2.451387872484898e-06
1.816784565351529e+02,0.000000000000000e+00,0.000000000000000e+00,2.745722758890249e-03,8.123626184978760e-05,2.209205996841472e-06
1.839152628236498e+02,0.000000000000000e+00,0.000000000000000e+00,2.637089478302111e-03,6.872540754256816e-05,1.979011027468558e-06
1.861796084388652e+02,0.000000000000000e+00,0.000000000000000e+00,2.532688869499094e-03,5.775732037073976e-05,1.760927553232295e-06
1.884718324421299e+02,0.000000000000000e+00,0.000000000000000e+00,2.406581180234474e-03,4.810041932685840e-05,1.555076803428909e-06
1.907922780692617e+02,0.000000000000000e+00,0.000000000000000e+00,2.289770280220669e-03,3.896591434621935e-05,1.361576323495769e-06
1.931412927819631e+02,0.000000000000000e+00,0.000000000000000e+00,2.145838253458627e-03,3.181959621571829e-05,1.180539633674461e-06
1.955192283198486e+02,0.000000000000000e+00,0.000000000000000e+00,2.001069622456689e-03,2.512808554480842e-05,1.012075869866700e-06
1.979264407531139e+02,0.000000000000000e+00,0.000000000000000e+00,1.863211576039940e-03,1.955220003012023e-05,8.562894058920179e-07
2.003632905358547e+02,0.000000000000000e+00,0.000000000000000e+00,1.715759488239497e-03,1.494364799578080e-05,7.132794563238778e-07
2.028301425600395e+02,0.000000000000000e+00,0.000000000000000e+00,1.542649712392378e-03,1.086613196942106e-05,5.831396590468237e-07
2.053273662101491e+02,0.000000000000000e+00,0.000000000000000e+00,1.386832046653836e-03,7.949856107777109e-06,4.659576366416440e-07
2.078553354184878e+02,0.000000000000000e+00,0.000000000000000e+00,1.205606491253064e-03,5.334894445725518e-06,3.618145356693429e-07
2.104144287211751e+02,0.000000000000000e+00,0.000000000000000e+00,1.034680264171392e-03,3.594975132379876e-06,2.707845428861563e-07
2.130050293148286e+02,0.000000000000000e+00,0.000000000000000e+00,8.544113005801546e-04,2.186544161107335e-06,1.929343773821440e-07
2.156275251139419e+02,0.000000000000000e+00,0.000000000000000e+00,6.741913782105760e-04,1.256104926127440e-06,1.283227575950462e-07
2.182823088089726e+02,0.000000000000000e+00,0.000000000000000e+00,5.057236550995670e-04,6.568621447669269e-07,7.699984210762358e-08
2.209697779251420e+02,0.000000000000000e+00,0.000000000000000e+00,3.394023242732559e-04,2.828128401731319e-07,3.900664309268317e-08
2.236903348819601e+02,0.000000000000000e+00,0.000000000000000e+00,1.948153146377780e-04,1.176541971551018e-07,1.437441122327251e-08
2.264443870534849e+02,0.000000000000000e+00,0.000000000000000e+00,7.346635587487252e-05,3.837561743287991e-08,3.123990817476665e-09
2.292323468293213e+02,0.000000000000000e+00,0.000000000000000e+00,2.208267613980064e-06,7.964924808020012e-09,0.000000000000000e+00
